INFO 2025-07-06 02:28:44,959 autoreload 2424 20872 Watching for file changes with StatReloader
WARNING 2025-07-06 02:38:27,583 basehttp 10604 8196 "GET /api/clinic/ HTTP/1.1" 403 104
INFO 2025-07-06 02:38:37,108 autoreload 10604 24144 C:\Demo\capstone\capstone\settings.py changed, reloading.
INFO 2025-07-06 02:38:38,775 autoreload 22332 13180 Watching for file changes with StatReloader
WARNING 2025-07-06 02:38:44,836 log 22332 8164 Forbidden: /api/login/
WARNING 2025-07-06 02:38:44,836 basehttp 22332 8164 "POST /api/login/ HTTP/1.1" 403 58
WARNING 2025-07-06 02:38:48,538 log 22332 8164 Forbidden: /api/login/
WARNING 2025-07-06 02:38:48,539 basehttp 22332 8164 "POST /api/login/ HTTP/1.1" 403 58
INFO 2025-07-06 02:38:58,277 autoreload 22332 13180 C:\Demo\capstone\capstone\settings.py changed, reloading.
INFO 2025-07-06 02:38:59,811 autoreload 17776 10084 Watching for file changes with StatReloader
WARNING 2025-07-06 02:39:06,999 log 17776 8196 Forbidden: /api/login/
WARNING 2025-07-06 02:39:07,002 basehttp 17776 8196 "POST /api/login/ HTTP/1.1" 403 58
INFO 2025-07-06 02:39:15,891 autoreload 17776 10084 C:\Demo\capstone\capstone\settings.py changed, reloading.
INFO 2025-07-06 02:39:17,956 autoreload 1280 18596 Watching for file changes with StatReloader
INFO 2025-07-06 02:39:29,265 autoreload 1280 18596 C:\Demo\capstone\capstone\settings.py changed, reloading.
INFO 2025-07-06 02:39:30,705 autoreload 12764 16252 Watching for file changes with StatReloader
WARNING 2025-07-06 02:43:15,342 log 12764 9408 Forbidden: /api/clinic/
WARNING 2025-07-06 02:43:15,400 basehttp 12764 9408 "GET /api/clinic/ HTTP/1.1" 403 58
WARNING 2025-07-06 02:43:20,923 log 12764 9408 Forbidden: /api/clinic/
WARNING 2025-07-06 02:43:21,168 basehttp 12764 9408 "GET /api/clinic/ HTTP/1.1" 403 58
WARNING 2025-07-06 02:43:37,749 log 12764 25096 Forbidden: /api/login/
WARNING 2025-07-06 02:43:37,750 basehttp 12764 25096 "POST /api/login/ HTTP/1.1" 403 58
INFO 2025-07-06 02:44:20,424 basehttp 12764 16328 "OPTIONS /api/password-reset/ HTTP/1.1" 200 0
WARNING 2025-07-06 02:44:20,431 log 12764 25096 Forbidden: /api/password-reset/
WARNING 2025-07-06 02:44:20,431 basehttp 12764 25096 "POST /api/password-reset/ HTTP/1.1" 403 58
WARNING 2025-07-06 02:45:20,723 log 12764 25096 Forbidden: /api/password-reset/
WARNING 2025-07-06 02:45:20,753 basehttp 12764 25096 "POST /api/password-reset/ HTTP/1.1" 403 58
WARNING 2025-07-06 02:45:48,525 log 12764 25096 Forbidden: /api/password-reset/
WARNING 2025-07-06 02:45:48,528 basehttp 12764 25096 "POST /api/password-reset/ HTTP/1.1" 403 58
INFO 2025-07-06 02:54:56,279 autoreload 12764 16252 C:\Demo\capstone\accounts\views.py changed, reloading.
INFO 2025-07-06 02:55:00,024 autoreload 4508 25080 Watching for file changes with StatReloader
INFO 2025-07-06 02:55:05,745 autoreload 4508 25080 C:\Demo\capstone\accounts\views.py changed, reloading.
INFO 2025-07-06 02:55:06,930 autoreload 16000 26164 Watching for file changes with StatReloader
INFO 2025-07-06 02:56:19,800 autoreload 16000 26164 C:\Demo\capstone\capstone\api\views.py changed, reloading.
INFO 2025-07-06 02:56:21,633 autoreload 19384 25424 Watching for file changes with StatReloader
INFO 2025-07-06 02:56:50,558 autoreload 19384 25424 C:\Demo\capstone\clinic\views.py changed, reloading.
INFO 2025-07-06 02:56:52,013 autoreload 20156 24000 Watching for file changes with StatReloader
INFO 2025-07-06 02:57:02,472 autoreload 20156 24000 C:\Demo\capstone\clinic\views.py changed, reloading.
INFO 2025-07-06 02:57:04,487 autoreload 22492 19056 Watching for file changes with StatReloader
INFO 2025-07-06 02:58:09,595 basehttp 22492 9260 "POST /api/password-reset/ HTTP/1.1" 200 54
INFO 2025-07-06 02:58:49,508 basehttp 22492 17776 "OPTIONS /api/password-reset-confirm/NDM/csi08t-4718754f54208e8a5fd558d390295a9d/ HTTP/1.1" 200 0
INFO 2025-07-06 02:58:50,134 basehttp 22492 9260 "POST /api/password-reset-confirm/NDM/csi08t-4718754f54208e8a5fd558d390295a9d/ HTTP/1.1" 200 53
INFO 2025-07-06 02:59:00,261 basehttp 22492 9260 "POST /api/login/ HTTP/1.1" 200 156
WARNING 2025-07-06 02:59:00,399 log 22492 12080 Forbidden: /api/patients/
WARNING 2025-07-06 02:59:00,404 basehttp 22492 12080 "GET /api/patients/ HTTP/1.1" 403 58
INFO 2025-07-06 02:59:00,577 basehttp 22492 3820 "GET /api/appointments/list/ HTTP/1.1" 200 9063
WARNING 2025-07-06 02:59:00,606 log 22492 12080 Forbidden: /api/patients/167/
WARNING 2025-07-06 02:59:00,606 log 22492 3820 Forbidden: /api/patients/164/
WARNING 2025-07-06 02:59:00,610 log 22492 11204 Forbidden: /api/patients/160/
WARNING 2025-07-06 02:59:00,610 basehttp 22492 3820 "GET /api/patients/164/ HTTP/1.1" 403 58
WARNING 2025-07-06 02:59:00,610 basehttp 22492 12080 "GET /api/patients/167/ HTTP/1.1" 403 58
WARNING 2025-07-06 02:59:00,612 basehttp 22492 11204 "GET /api/patients/160/ HTTP/1.1" 403 58
WARNING 2025-07-06 02:59:04,550 log 22492 11204 Forbidden: /api/patients/
WARNING 2025-07-06 02:59:04,553 basehttp 22492 11204 "GET /api/patients/ HTTP/1.1" 403 58
WARNING 2025-07-06 02:59:06,296 log 22492 3820 Forbidden: /api/patients/
WARNING 2025-07-06 02:59:06,296 basehttp 22492 3820 "GET /api/patients/ HTTP/1.1" 403 58
INFO 2025-07-06 02:59:06,523 basehttp 22492 11204 "GET /api/appointments/list/ HTTP/1.1" 200 9063
WARNING 2025-07-06 02:59:08,181 log 22492 11204 Forbidden: /api/patients/
WARNING 2025-07-06 02:59:08,182 basehttp 22492 11204 "GET /api/patients/ HTTP/1.1" 403 58
WARNING 2025-07-06 02:59:15,250 log 22492 3820 Forbidden: /api/patients/
WARNING 2025-07-06 02:59:15,258 basehttp 22492 3820 "GET /api/patients/ HTTP/1.1" 403 58
INFO 2025-07-06 02:59:15,380 basehttp 22492 11204 "GET /api/appointments/list/ HTTP/1.1" 200 9063
WARNING 2025-07-06 02:59:15,421 log 22492 11204 Forbidden: /api/patients/164/
WARNING 2025-07-06 02:59:15,423 log 22492 3820 Forbidden: /api/patients/167/
WARNING 2025-07-06 02:59:15,426 log 22492 12080 Forbidden: /api/patients/160/
WARNING 2025-07-06 02:59:15,426 basehttp 22492 11204 "GET /api/patients/164/ HTTP/1.1" 403 58
WARNING 2025-07-06 02:59:15,426 basehttp 22492 3820 "GET /api/patients/167/ HTTP/1.1" 403 58
WARNING 2025-07-06 02:59:15,426 basehttp 22492 12080 "GET /api/patients/160/ HTTP/1.1" 403 58
WARNING 2025-07-06 02:59:16,975 log 22492 12080 Forbidden: /api/patients/
WARNING 2025-07-06 02:59:16,976 basehttp 22492 12080 "GET /api/patients/ HTTP/1.1" 403 58
WARNING 2025-07-06 02:59:20,942 log 22492 3820 Forbidden: /api/patients/
WARNING 2025-07-06 02:59:20,948 basehttp 22492 3820 "GET /api/patients/ HTTP/1.1" 403 58
INFO 2025-07-06 02:59:21,066 basehttp 22492 12080 "GET /api/appointments/list/ HTTP/1.1" 200 9063
WARNING 2025-07-06 02:59:22,154 log 22492 12080 Forbidden: /api/patients/
WARNING 2025-07-06 02:59:22,155 basehttp 22492 12080 "GET /api/patients/ HTTP/1.1" 403 58
WARNING 2025-07-06 02:59:23,378 log 22492 3820 Forbidden: /api/patients/
WARNING 2025-07-06 02:59:23,379 basehttp 22492 3820 "GET /api/patients/ HTTP/1.1" 403 58
INFO 2025-07-06 02:59:23,497 basehttp 22492 12080 "GET /api/appointments/list/ HTTP/1.1" 200 9063
WARNING 2025-07-06 02:59:23,602 log 22492 12080 Forbidden: /api/patients/164/
WARNING 2025-07-06 02:59:23,604 log 22492 3820 Forbidden: /api/patients/167/
WARNING 2025-07-06 02:59:23,609 log 22492 11204 Forbidden: /api/patients/160/
WARNING 2025-07-06 02:59:23,610 basehttp 22492 12080 "GET /api/patients/164/ HTTP/1.1" 403 58
WARNING 2025-07-06 02:59:23,610 basehttp 22492 3820 "GET /api/patients/167/ HTTP/1.1" 403 58
WARNING 2025-07-06 02:59:23,611 basehttp 22492 11204 "GET /api/patients/160/ HTTP/1.1" 403 58
INFO 2025-07-06 03:01:28,044 basehttp 22492 9260 "POST /api/login/ HTTP/1.1" 200 156
WARNING 2025-07-06 03:01:28,155 log 22492 3820 Forbidden: /api/patients/
WARNING 2025-07-06 03:01:28,157 basehttp 22492 3820 "GET /api/patients/ HTTP/1.1" 403 58
INFO 2025-07-06 03:01:28,292 basehttp 22492 11204 "GET /api/appointments/list/ HTTP/1.1" 200 9063
WARNING 2025-07-06 03:01:28,310 log 22492 11204 Forbidden: /api/patients/164/
WARNING 2025-07-06 03:01:28,312 log 22492 3820 Forbidden: /api/patients/167/
WARNING 2025-07-06 03:01:28,315 log 22492 12080 Forbidden: /api/patients/160/
WARNING 2025-07-06 03:01:28,317 basehttp 22492 11204 "GET /api/patients/164/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:01:28,317 basehttp 22492 3820 "GET /api/patients/167/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:01:28,318 basehttp 22492 12080 "GET /api/patients/160/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:04:28,847 log 22492 3820 Forbidden: /api/patients/
WARNING 2025-07-06 03:04:28,868 basehttp 22492 3820 "GET /api/patients/ HTTP/1.1" 403 58
INFO 2025-07-06 03:04:29,093 basehttp 22492 12080 "GET /api/appointments/list/ HTTP/1.1" 200 9063
WARNING 2025-07-06 03:04:29,692 log 22492 12080 Forbidden: /api/patients/164/
WARNING 2025-07-06 03:04:29,694 log 22492 3820 Forbidden: /api/patients/167/
WARNING 2025-07-06 03:04:29,696 log 22492 11204 Forbidden: /api/patients/160/
WARNING 2025-07-06 03:04:29,698 basehttp 22492 3820 "GET /api/patients/167/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:04:29,698 basehttp 22492 12080 "GET /api/patients/164/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:04:29,700 basehttp 22492 11204 "GET /api/patients/160/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:04:29,788 log 22492 11204 Forbidden: /api/patients/164/
WARNING 2025-07-06 03:04:29,790 log 22492 12080 Forbidden: /api/patients/160/
WARNING 2025-07-06 03:04:29,791 basehttp 22492 11204 "GET /api/patients/164/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:04:29,792 basehttp 22492 12080 "GET /api/patients/160/ HTTP/1.1" 403 58
INFO 2025-07-06 03:06:24,697 autoreload 22492 19056 C:\Demo\capstone\capstone\api\views.py changed, reloading.
INFO 2025-07-06 03:06:27,285 autoreload 15956 26336 Watching for file changes with StatReloader
INFO 2025-07-06 03:07:44,690 autoreload 15956 26336 C:\Demo\capstone\patients\views.py changed, reloading.
INFO 2025-07-06 03:07:46,533 autoreload 26428 20872 Watching for file changes with StatReloader
INFO 2025-07-06 03:08:09,094 autoreload 26428 20872 C:\Demo\capstone\patients\views.py changed, reloading.
INFO 2025-07-06 03:08:10,606 autoreload 24508 18152 Watching for file changes with StatReloader
INFO 2025-07-06 03:08:45,630 autoreload 24508 18152 C:\Demo\capstone\capstone\settings.py changed, reloading.
INFO 2025-07-06 03:08:47,033 autoreload 7020 17804 Watching for file changes with StatReloader
WARNING 2025-07-06 03:09:45,514 log 7020 19928 Forbidden: /api/patients/
WARNING 2025-07-06 03:09:45,516 basehttp 7020 19928 "GET /api/patients/ HTTP/1.1" 403 58
INFO 2025-07-06 03:09:45,688 basehttp 7020 21156 "GET /api/appointments/list/ HTTP/1.1" 200 9063
WARNING 2025-07-06 03:09:45,821 log 7020 21156 Forbidden: /api/patients/164/
WARNING 2025-07-06 03:09:45,823 log 7020 19928 Forbidden: /api/patients/167/
WARNING 2025-07-06 03:09:45,831 log 7020 9668 Forbidden: /api/patients/160/
WARNING 2025-07-06 03:09:45,833 basehttp 7020 21156 "GET /api/patients/164/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:09:45,833 basehttp 7020 19928 "GET /api/patients/167/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:09:45,953 basehttp 7020 9668 "GET /api/patients/160/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:09:45,959 log 7020 19928 Forbidden: /api/patients/167/
WARNING 2025-07-06 03:09:45,962 log 7020 9668 Forbidden: /api/patients/160/
WARNING 2025-07-06 03:09:45,964 basehttp 7020 9668 "GET /api/patients/160/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:09:45,964 basehttp 7020 19928 "GET /api/patients/167/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:09:45,976 log 7020 19928 Forbidden: /api/patients/160/
WARNING 2025-07-06 03:09:45,978 basehttp 7020 19928 "GET /api/patients/160/ HTTP/1.1" 403 58
INFO 2025-07-06 03:12:24,757 autoreload 24972 15912 Watching for file changes with StatReloader
INFO 2025-07-06 03:13:28,686 basehttp 7020 4964 "POST /api/login/ HTTP/1.1" 200 207
WARNING 2025-07-06 03:13:28,833 log 7020 9668 Forbidden: /api/patients/
WARNING 2025-07-06 03:13:28,833 basehttp 7020 9668 "GET /api/patients/ HTTP/1.1" 403 58
INFO 2025-07-06 03:13:29,013 basehttp 7020 19928 "GET /api/appointments/list/ HTTP/1.1" 200 9063
WARNING 2025-07-06 03:13:29,031 log 7020 19928 Forbidden: /api/patients/164/
WARNING 2025-07-06 03:13:29,035 log 7020 21156 Forbidden: /api/patients/160/
WARNING 2025-07-06 03:13:29,038 log 7020 9668 Forbidden: /api/patients/167/
WARNING 2025-07-06 03:13:29,039 basehttp 7020 19928 "GET /api/patients/164/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:13:29,040 basehttp 7020 21156 "GET /api/patients/160/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:13:29,041 basehttp 7020 9668 "GET /api/patients/167/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:13:30,586 log 7020 9668 Forbidden: /api/patients/
WARNING 2025-07-06 03:13:30,588 basehttp 7020 9668 "GET /api/patients/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:16:32,365 log 7020 21156 Forbidden: /api/patients/
WARNING 2025-07-06 03:16:32,377 basehttp 7020 21156 "GET /api/patients/ HTTP/1.1" 403 58
INFO 2025-07-06 03:16:32,577 basehttp 7020 9668 "GET /api/appointments/list/ HTTP/1.1" 200 9063
WARNING 2025-07-06 03:16:33,136 log 7020 9668 Forbidden: /api/patients/164/
WARNING 2025-07-06 03:16:33,138 log 7020 21156 Forbidden: /api/patients/167/
WARNING 2025-07-06 03:16:33,140 log 7020 19928 Forbidden: /api/patients/160/
WARNING 2025-07-06 03:16:33,142 basehttp 7020 9668 "GET /api/patients/164/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:16:33,144 basehttp 7020 21156 "GET /api/patients/167/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:16:33,145 basehttp 7020 19928 "GET /api/patients/160/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:16:33,227 log 7020 19928 Forbidden: /api/patients/167/
WARNING 2025-07-06 03:16:33,229 log 7020 21156 Forbidden: /api/patients/160/
WARNING 2025-07-06 03:16:33,231 basehttp 7020 21156 "GET /api/patients/160/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:16:33,231 basehttp 7020 19928 "GET /api/patients/167/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:19:42,643 log 7020 19928 Forbidden: /api/patients/
WARNING 2025-07-06 03:19:42,648 basehttp 7020 19928 "GET /api/patients/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:19:46,413 log 7020 21156 Forbidden: /api/patients/
WARNING 2025-07-06 03:19:46,415 basehttp 7020 21156 "GET /api/patients/ HTTP/1.1" 403 58
INFO 2025-07-06 03:19:46,585 basehttp 7020 19928 "GET /api/appointments/list/ HTTP/1.1" 200 9063
WARNING 2025-07-06 03:19:55,038 log 7020 21156 Forbidden: /api/patients/
WARNING 2025-07-06 03:19:55,039 basehttp 7020 21156 "GET /api/patients/ HTTP/1.1" 403 58
INFO 2025-07-06 03:19:55,194 basehttp 7020 19928 "GET /api/appointments/list/ HTTP/1.1" 200 9063
WARNING 2025-07-06 03:19:55,204 log 7020 19928 Forbidden: /api/patients/164/
WARNING 2025-07-06 03:19:55,206 log 7020 21156 Forbidden: /api/patients/167/
WARNING 2025-07-06 03:19:55,208 log 7020 9668 Forbidden: /api/patients/160/
WARNING 2025-07-06 03:19:55,209 basehttp 7020 19928 "GET /api/patients/164/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:19:55,209 basehttp 7020 21156 "GET /api/patients/167/ HTTP/1.1" 403 58
WARNING 2025-07-06 03:19:55,210 basehttp 7020 9668 "GET /api/patients/160/ HTTP/1.1" 403 58
INFO 2025-07-06 03:22:04,567 autoreload 7020 17804 C:\Demo\capstone\clinic\views.py changed, reloading.
INFO 2025-07-06 03:22:04,568 autoreload 24972 15912 C:\Demo\capstone\patients\views.py changed, reloading.
